Judet;CIF Entitate Publica;Denumire Entitate Publica;Denumire UAT pe raza careia isi desfasoara activitatea;Adresa de corespondenta;CIF Ordonator  principal  de credite (1);Denumire ordonator  principal de credite (1);CIF Ordonator  principal  de credite (2);Denumire ordonator  principal de credite (2)
Prahova;29044706;GRADINITA CU PROGRAM PRELUNGIT NR 5 ORASUL MIZIL;Orasul Mizil;Prahova, Orasul Mizil, STRADA TEILOR, Numar 16, Bloc/Scara , Sector , Cod postal 105800;13729380;MINISTERUL EDUCATIEI NATIONALE;15562570;ORAS MIZIL
Prahova;29044722;SCOALA GIMNAZIALA NR 1 ORASUL MIZIL;Orasul Mizil;Prahova, Orasul Mizil, STRADA MIHAI BRAVU, Numar 104, Bloc/Scara , Sector , Cod postal 105800;15562570;UNITATEA ADMINISTRATIV TERITORIALA A ORASULUI MIZIL;13729380;MINISTERUL EDUCATIEI NATIONALE
Prahova;29049592;SCOALA GIMNAZIALA COMUNA BABA ANA;Comuna Baba Ana;Prahova, Comuna Baba Ana, Sat BABA ANA, Numar 355, Bloc/Scara , Sector , Cod postal 107035;2843345;COMUNA BABA ANA;13729380;MINISTERUL EDUCATIEI SI CERCETARII STIINTIFICE
Prahova;29049622;SCOALA GIMNAZIALA PLATON MOCANU SAT DRAJNA DE JOS COMUNA DRAJNA;Comuna Drajna;Prahova, Comuna Drajna, Sat DRAJNA DE JOS, Numar 21, Bloc/Scara , Sector , Cod postal 107193;2843973;COMUNA DRAJNA;13729380;MINISTERUL EDUCATIEI NATIONALE
Prahova;29049630;SCOALA GIMNAZIALA COMUNA TINOSU;Comuna Tinosu;Prahova, Comuna Tinosu, Sat TINOSU, Numar 374, Bloc/Scara , Sector , Cod postal 107610;2843060;COMUNA TINOSU;13729380;MINISTERUL EDUCATIEI NATIONALE
Prahova;29049711;SCOALA GIMNAZIALA COMUNA PLOPU;Comuna Plopu;Prahova, Comuna Plopu, Sat sat Plopu, Numar 138, Bloc/Scara , Sector , Cod postal 107405;2844626;Primaria Comunei Plopu;13729380;Ministerul Educatiei Cercetarii tineretului si Sportului
Prahova;29049754;SCOALA GIMNAZIALA INV. ATHANASIE JAN STOICESCU  COMUNA ARICESTII ZELETIN;Comuna Aricestii Zeletin;Prahova, Comuna Aricestii Zeletin,  , Numar 135, Bloc/Scara , Sector , Cod postal 107030;2845796;COMUNA  ARICESTII- ZELETIN;13729380;MINISTERUL EDUCATIEI NATIONALE SI CERCETARII STIINTIFICE
Prahova;29050716;CENTRUL SCOLAR DE EDUCATIE INCLUZIVA NR.1 MUNICIPIUL PLOIESTI;Municipiul Ploiesti;Prahova, Municipiul Ploiesti, STRADA FAGARAS, Numar 1, Bloc/Scara -, Sector , Cod postal 100532;13729380;MINISTERUL EDUCATIEI NATIONALE;2842889;CONSILIUL JUDETEAN PRAHOVA
Prahova;29055322;GRADINITA CU PROGRAM NORMAL NR. 1 ORASUL VALENII DE MUNTE;Orasul Valenii de Munte;Prahova, Orasul Valenii de Munte, STRADA BERCENI, Numar 18A, Bloc/Scara , Sector , Cod postal 106400;2842870;ORASUL VALENII DE MUNTE;13729380;MINISTERUL  EDUCATIEI NATIONALE
Prahova;29055349;SCOALA GIMNAZIALA INGINER GHEORGHE PANCULESCU ORASUL VALENII DE MUNTE;Orasul Valenii de Munte;Prahova, Orasul Valenii de Munte, STRADA BERCENI, Numar 18, Bloc/Scara , Sector , Cod postal 106400;2842870;ORASUL VALENII DE MUNTE;13729380;MINISTERUL EDUCATIEI NATIONALE
Prahova;29055365;COLEGIUL NATIONAL NICOLAE IORGA ORASUL VALENII DE MUNTE;Orasul Valenii de Munte;Prahova, Orasul Valenii de Munte, STRADA BERCENI, Numar 42, Bloc/Scara , Sector , Cod postal 106400;2842870;ORASUL VALENII DE MUNTE;13729380;MINISTERUL EDUCATIEI NATIONALE
Prahova;29055373;SCOALA GIMNAZIALA COMUNA MAGURELE;Comuna Magurele;Prahova, Comuna Magurele, Sat PRINCIPALA, Numar 688, Bloc/Scara , Sector , Cod postal 107345;2845613;COMUNA MAGURELE;13729380;MINISTERUL EDUCATIEI NATIONALE
Prahova;29055420;SCOALA GIMNAZIALA COMUNA GORNET;Comuna Gornet;Prahova, Comuna Gornet, Sat PRINCIPALA, Numar 110, Bloc/Scara , Sector , Cod postal 107285;2845320;COMUNA GORNET;13729380;MINISTERUL EDUCATIEI NATIONALE
Prahova;29055446;SCOALA GIMNAZIALA SAT TARICENI COMUNA SIRNA;Comuna Sirna;Prahova, Comuna Sirna, Sat TARICENI, Numar 160, Bloc/Scara , Sector , Cod postal 107554;2845443;COMUNA SIRNA;13729380;MINISTERUL EDUCATIEI NATIONALE
Prahova;29055470;SCOALA GIMNAZIALA COMUNA DRAGANESTI;Comuna Draganesti;Prahova, Comuna Draganesti, STRADA , Numar 209E, Bloc/Scara , Sector , Cod postal 107210;13729380;MINISTERUL EDUCATIEI NATIONALE;2845257;COMUNA DRAGANESTI
Prahova;29055500;SCOALA GIMNAZIALA TRAIAN SAVULESCU COMUNA IZVOARELE;Comuna Izvoarele;Prahova, Comuna Izvoarele, Sat IZVOARELE, Numar 459, Bloc/Scara , Sector , Cod postal 107320;2843256;PRIMARIA COMUNEI IZVOARELE;13729380;MINISTERUL EDUCATIEI NATIONALE
Prahova;29055535;SCOALA GIMNAZIALA COMUNA SOTRILE;Comuna Sotrile;Prahova, Comuna Sotrile, Sat SAT SOTRILE, Numar 364, Bloc/Scara , Sector , Cod postal 107565;2843434;COMUNA SOTRILE;13729380;MINISTERUL EDUCATIEI NATIONALE
Prahova;29055543;CENTRUL SCOLAR DE EDUCATIE INCLUZIVA ORASUL VALENII DE MUNTE;Orasul Valenii de Munte;Prahova, Orasul Valenii de Munte, STRADA BERCENI, Numar 42A, Bloc/Scara , Sector , Cod postal 106400;2842889;CONSILIUL JUDETEAN PRAHOVA;13729380;MINISTERUL EDUCATIEI NATIONALE
Prahova;29055578;SCOALA PROFESIONALA SPECIALA ORASUL PLOPENI;Orasul Plopeni;Prahova, Orasul Plopeni, BULEVARD REPUBLICII, Numar 8 - 10, Bloc/Scara , Sector , Cod postal 105900;2842889;CONSILIUL JUDETEAN PRAHOVA;13729380;MINISTERUL EDUCATIEI NATIONALE
Prahova;29055586;CENTRUL SCOLAR DE EDUCATIE INCLUZIVA COMUNA FILIPESTII DE TARG;Comuna Filipestii De Targ;Prahova, Comuna Filipestii De Targ, Sat Sat Filipestii de Targ Strada Republicii, Numar 247, Bloc/Scara , Sector , Cod postal 107250;2842889;CONSILIUL JUDETEAN PRAHOVA;13729380;MINISTERUL EDUCATIEI SI CERCETARII
Prahova;29056158;CENTRUL SCOLAR DE EDUCATIE INCLUZIVA ORASUL BREAZA;Orasul Breaza;Prahova, Orasul Breaza, STRADA OCINEI, Numar 2, Bloc/Scara , Sector , Cod postal 105400;2842889;CONSILIUL JUDETEAN PRAHOVA;13729380;MINISTERUL EDUCATIEI NATIONALE
Prahova;29056174;CENTRUL SCOLAR DE EDUCATIE INCLUZIVA NR.2 MUNICIPIUL PLOIESTI;Municipiul Ploiesti;Prahova, Municipiul Ploiesti, STRADA Gheorghe Grigore Cantacuzino, Numar 328, Bloc/Scara , Sector , Cod postal 100466;2842889;CONSILIUL JUDETEAN PRAHOVA;13729380;MINISTERUL EDUCATIEI NATIONALE
Prahova;29062311;SCOALA GIMNAZIALA COMUNA BERTEA;Comuna Bertea;Prahova, Comuna Bertea, Sat BERTEA, Numar 517, Bloc/Scara , Sector , Cod postal 107065;13729380;MINISTERUL EDUCATIEI NATIONALE;2843736;COMUNA BERTEA
Prahova;29062400;SCOALA GIMNAZIALA COMUNA MAGURENI;Comuna Magureni;Prahova, Comuna Magureni, STRADA Principala, Numar 982, Bloc/Scara , Sector , Cod postal 107350;2844081;COMUNA MAGURENI;13729380;MINISTERUL EDUCATIEI NATIONALE
Prahova;29062621;SCOALA GIMNAZIALA EROILOR COMUNA LIPANESTI;Comuna Lipanesti;Prahova, Comuna Lipanesti, Sat SIPOTU, Numar 177, Bloc/Scara , Sector , Cod postal 107340;2845060;COMUNA LIPANESTI;13729380;MINISTERUL EDUCATIEI NATIONALE
Prahova;29062907;SCOALA GIMNAZIALA COMUNA OLARI;Comuna Olari;Prahova, Comuna Olari, Sat , Numar , Bloc/Scara , Sector , Cod postal 107269;16371471;COMUNA OLARI;13729380;MINISTERUL EDUCATIEI NATIONALE
Prahova;29062931;SCOALA GIMNAZIALA COMUNA VARBILAU;Comuna Varbilau;Prahova, Comuna Varbilau, Sat VARBILAU, Numar , Bloc/Scara , Sector , Cod postal 107650;13729380;MINISTERUL EDUCATIEI NATIONALE;2844197;COMUNA VARBILAU
Prahova;29062966;SCOALA GIMNAZIALA PROFESOR OPREA MIHAI SAT NEGOIESTI COMUNA BRAZI;Comuna Brazi;Prahova, Comuna Brazi, Sat NEGOIESTI, Numar 52, Bloc/Scara STR. BUCEGI, Sector , Cod postal 107086;2845290;COMUNA BRAZI;13729380;MINISTERUL EDUCATIEI NATIONALE
Prahova;29062974;SCOALA GIMNAZIALA COMUNA COCORASTII COLT;Comuna Cocorastii Colt;Prahova, Comuna Cocorastii Colt, Sat COCORASTII COLT, Numar 10, Bloc/Scara , Sector , Cod postal 100263;16346516;COMUNA COCORASTII COLT;13729380;MINISTERUL EDUCATIEI NATIONALE
Prahova;29062982;SCOALA GIMNAZIALA GHEORGHE DIBOS COM. MANESTI;Comuna Manesti;Prahova, Comuna Manesti, STRADA PRINCIPALA, Numar 116, Bloc/Scara 0, Sector 0, Cod postal 107375;2843817;COMUNA MANESTI;13729380;MINISTERUL EDUCATIEI NATIONALE
Prahova;29070527;SCOALA GIMNAZIALA PROF.DINU MIHAIL DAN SAT MAGULA COMUNA TOMSANI;Comuna Tomsani;Prahova, Comuna Tomsani, DRUM SAT MAGULA, Numar 6A, Bloc/Scara , Sector , Cod postal 106715;13729380;MINISTERUL EDUCATIEI NATIONALE;2843035;COMUNA TOMSANI
Prahova;29070594;SCOALA GIMNAZIALA COMUNA BATRANI;Comuna Batrani;Prahova, Comuna Batrani, Sat Batrani, Numar 170, Bloc/Scara , Sector , Cod postal 107536;18315133;COMUNA BATRANI;13729380;MINISTERUL EDUCATIEI NATIONALE
Prahova;29075532;SCOALA GIMNAZIALA LILIESTI ORASUL BAICOI;Orasul Baicoi;Prahova, Orasul Baicoi, STRADA PROGRESUL, Numar 5, Bloc/Scara , Sector , Cod postal 105200;2845710;ORAS BAICOI;13729380;MINISTERUL EDUCATIEI NATIONALE
Prahova;29075540;GRADINITA CU PROGRAM NORMAL SI PROGRAM PRELUNGIT ORASUL BAICOI;Orasul Baicoi;Prahova, Orasul Baicoi, STRADA UNIRII, Numar 12, Bloc/Scara , Sector , Cod postal 105200;2845710;ORAS BAICOI;13729380;MINISTERUL EDUCATIEI NATIONALE
Prahova;29075559;SCOALA GIMNAZIALA ALEXANDRU IOAN CUZA SAT POTIGRAFU COMUNA GORGOTA;Comuna Gorgota;Prahova, Comuna Gorgota, Sat Sat Potigrafu, Numar 375, Bloc/Scara , Sector , Cod postal 107280;2845354;COMUNA GORGOTA;13729380;MINISTERUL EDUCATIEI NATIONALE
Prahova;29075800;SCOALA GIMNAZIALA Sat CIORANII DE SUS COMUNA CIORANI;Comuna Ciorani;Prahova, Comuna Ciorani, STRADA STRADA MORII, Numar , Bloc/Scara , Sector , Cod postal 107155;2845648;COMUNA CIORANI;13729380;MINISTERUL EDUCATIEI NATIONALE
Prahova;29075826;SCOALA GIMNAZIALA COMUNA SECARIA;Comuna Secaria;Prahova, Comuna Secaria, STRADA SCOLII, Numar 1, Bloc/Scara , Sector , Cod postal 107530;13729380;MINISTERUL EDUCATIEI NATIONALE;2845583;COMUNA SECARIA
Prahova;29082025;SCOALA GIMNAZIALA COMUNA BOLDESTI-GRADISTEA;Comuna Boldesti Gradistea;Prahova, Comuna Boldesti Gradistea, Sat BOLDESTI, Numar 25, Bloc/Scara , Sector , Cod postal 107075;2843760;COMUNA BOLDESTI-GRADISTEA;13729380;MINISTERUL EDUCATIEI NATIONALE
Prahova;29083284;SCOALA GIMNAZIALA RADU TUDORAN COMUNA BLEJOI;Comuna Blejoi;Prahova, Comuna Blejoi, STRADA PRINCIPALA, Numar 510, Bloc/Scara , Sector , Cod postal 107070;2845346;COMUNA BLEJOI;13729380;MINISTERUL EDUCATIEI NATIONALE
Prahova;29083314;CLUBUL COPIILOR MUNICIPIUL CAMPINA;Municipiul Campina;Prahova, Municipiul Campina, BULEVARD NICOLAE BALCESCU, Numar 45, Bloc/Scara , Sector , Cod postal 105600;13729380;MINISTERUL EDUCATIEI NATIONALE;;
Prahova;29083390;CLUBUL COPIILOR ORASUL  VALENII DE MUNTE;Orasul Valenii de Munte;Prahova, Orasul Valenii de Munte, STRADA BERCENI, Numar 1, Bloc/Scara , Sector , Cod postal 106400;13729380;MINISTERUL EDUCATIEI NATIONALE;;
Prahova;29084719;CLUBUL COPIILOR MARTHA BIBESCU ORASUL COMARNIC;Orasul Comarnic;Prahova, Orasul Comarnic, STRADA REPUBLICII, Numar 13, Bloc/Scara , Sector , Cod postal 105700;13729380;MINISTERUL EDUCATIEI NATIONALE;;
Prahova;29084727;SCOALA GIMNAZIALA NR 2 COMARNIC;Orasul Comarnic;Prahova, Orasul Comarnic, STRADA SOLDAT EROU NICOARA STELIAN, Numar 4, Bloc/Scara , Sector , Cod postal 105700;2845761;ORAS COMARNIC;13729380;MINISTERUL EDUCATIEI NATIONALE
Prahova;29128262;SCOALA GIMNAZIALA TOMA T. SOCOLESCU COMUNA PAULESTI;Comuna Paulesti;Prahova, Comuna Paulesti, STRADA CALEA UNIRII, Numar 182, Bloc/Scara , Sector , Cod postal 107400;2843981;CONSILIUL LOCAL PAULESTI;13729380;MINISTERUL EDUCATIEI NATIONALE
Prahova;29137236;SCOALA GIMNAZIALA COMUNA JUGURENI;Comuna Jugureni;Prahova, Comuna Jugureni, Sat JUGURENI, Numar 22, Bloc/Scara , Sector , Cod postal 107330;2845460;COMUNA JUGURENI;13729380;MINISTERUL EDUCATIEI NATIONALE
Prahova;29144683;SCOALA GIMNAZIALA CANUTA IONESCU ORASUL URLATI;Orasul Urlati;Prahova, Orasul Urlati, STRADA VIITOR, Numar 1, Bloc/Scara , Sector , Cod postal 106300;13729380;MINISTERUL EDUCATIEI NATIONALE;2844189;ORASUL URLATI
Prahova;29150626;GRADINITA CU PROGRAM PRELUNGIT CLOPOTICA ORASUL URLATI;Orasul Urlati;Prahova, Orasul Urlati, STRADA TUDOR VLADIMIRESCU, Numar 2, Bloc/Scara , Sector , Cod postal 106300;2844189;ORASUL URLATI;13729380;MINISTERUL EDUCATIEI NATIONALE
Prahova;29164745;SCOALA GIMNAZIALA COMUNA PUCHENII MARI;Comuna Puchenii Mari;Prahova, Comuna Puchenii Mari,  , Numar 1, Bloc/Scara , Sector , Cod postal 107485;2844510;COMUNA PUCHENII MARI;13729380;MINISTERUL INVATAMANTULUI
Prahova;29164800;SCOALA GIMNAZIALA SFANTUL VASILE MUNICIPIUL PLOIESTI;Municipiul Ploiesti;Prahova, Municipiul Ploiesti, BULEVARD BULEVARDUL REPUBLICII, Numar 145, Bloc/Scara , Sector , Cod postal 100072;2844855;PRIMARIA PLOIESTI;13729380;MINISTERUL EDUCATIEI NATIONALE
Prahova;29165406;GRADINITA CU PROGRAM NORMAL SI PROGRAM PRELUNGIT FRUNZA DE STEJAR ORASUL PLOPENI;Orasul Plopeni;Prahova, Orasul Plopeni, BULEVARD REPUBLICII, Numar 20C, Bloc/Scara , Sector , Cod postal 105900;2843779;ORAS PLOPENI;13729380;MINISTERUL EDUCATIEI NATIONALE
Prahova;29165830;SCOALA GIMNAZIALA I.A. BASSARABESCU MUNICIPIUL PLOIESTI;Municipiul Ploiesti;Prahova, Municipiul Ploiesti, ALEE STRUNGA, Numar 2, Bloc/Scara , Sector , Cod postal 100283;2844855;PRIMARIA MUNICIPIUL  PLOIESTI;13729380;MINISTERUL EDUCATIEI NATIONALE
Prahova;29165988;SCOALA GIMNAZIALA NICOLAE TITULESCU MUNICIPIUL PLOIESTI;Municipiul Ploiesti;Prahova, Municipiul Ploiesti, STRADA POPA FARCAS, Numar 23, Bloc/Scara , Sector , Cod postal 100056;2844855;MUNICIPIUL  PLOIESTI;13729380;MINISTERUL EDUCATIEI NATIONALE
Prahova;29168526;SCOALA GIMNAZIALA  IOAN GRIGORESCU MUNICIPIUL PLOIESTI;Municipiul Ploiesti;Prahova, Municipiul Ploiesti, STRADA IZVOARE, Numar 81, Bloc/Scara , Sector , Cod postal 100418;2844855;PRIMARIA MUNICIPIUL PLOIESTI;13729380;MINISTERUL EDUCATIEI NATIONALE
Prahova;29168569;SCOALA GIMNAZIALA GEORGE COSBUC MUNICIPIUL PLOIESTI;Municipiul Ploiesti;Prahova, Municipiul Ploiesti, STRADA ALEXANDRU LAPUSNEANU, Numar 17, Bloc/Scara , Sector , Cod postal 100570;2844855;PRIMARIA MUNICIPIULUI PLOIESTI;13729380;MINISTERUL EDUCATIEI NATIONALE
Prahova;29168607;SCOALA GIMNAZIALA  RARES VODA MUNICIPIUL PLOIESTI;Municipiul Ploiesti;Prahova, Municipiul Ploiesti, STRADA VORNICUL BOLDUR, Numar 3, Bloc/Scara , Sector , Cod postal 100574;2844855;PRIMARIA MUNICIPIUL PLOIESTI;13729380;MINISTERUL EDUCATIEI NATIONALE
Prahova;29168798;SCOALA GIMNAZIALA  RADU STANIAN  MUNICIPIUL PLOIESTI;Municipiul Ploiesti;Prahova, Municipiul Ploiesti, STRADA BOBALNA, Numar 76, Bloc/Scara , Sector , Cod postal 100312;2844855;PRIMARIA MUNICIPIUL PLOIESTI;13729380;MINISTERUL EDUCATIEI NATIONALE
Prahova;29168887;SCOALA GIMNAZIALA ANTON PANN MUNICIPIUL PLOIESTI;Municipiul Ploiesti;Prahova, Municipiul Ploiesti, STRADA LUMINISULUI, Numar 8, Bloc/Scara , Sector , Cod postal 100189;2844855;PRIMARIA MUNICIPIUL PLOIESTI;13729380;MINISTERUL EDUCATIEI NATIONALE
Prahova;29168941;SCOALA GIMNAZIALA CANDIANO POPESCU;Municipiul Ploiesti;Prahova, Municipiul Ploiesti, STRADA NUCILOR, Numar 39, Bloc/Scara , Sector , Cod postal 100140;2844855;MUNICIPIUL PLOIESTI;13729380;MINISTERUL EDUCATIEI NATIONALE
Prahova;29169408;SCOALA GIMNAZIALA NICOLAE IORGA;Municipiul Ploiesti;Prahova, Municipiul Ploiesti, STRADA MINERVA, Numar 4, Bloc/Scara , Sector , Cod postal 100215;2844855;PRIMARIA MUNICIPIULUI PLOIESTI;13729380;MINISTERUL EDUCATIEI NATIONALE
Prahova;29169530;SCOALA  GIMNAZIALA  TOMA  CARAGIU;Municipiul Ploiesti;Prahova, Municipiul Ploiesti, STRADA MINERVA, Numar 4, Bloc/Scara , Sector , Cod postal 100222;2844855;PRIMARIA MUNICIPIULUI  PLOIESTI;13729380;MINISTERUL EDUCATIEI  NATIONALE
Prahova;29169556;SCOALA GIMNAZIALA ANDREI MURESANU;Municipiul Ploiesti;Prahova, Municipiul Ploiesti, STRADA TROTUS, Numar 4, Bloc/Scara -, Sector , Cod postal 100372;2844855;PRIMARIA MUNICIPIULUI PLOIESTI;13729380;MINISTERUL EDUCATIEI NATIONALE
Prahova;29169955;GRADINITA STEP BY STEP CU PROGRAM PRELUNGIT SI PROGRAM NORMAL LICURICI MUNICIPIUL PLOIESTI;Municipiul Ploiesti;Prahova, Municipiul Ploiesti, ALEE ALEEA ARINULUI, Numar 2, Bloc/Scara , Sector , Cod postal 100077;2844855;CONSILIUL LOCAL AL MUNICIPIULUI PLOIESTI;13729380;MINISTERUL EDUCATIEI NATIONALE
Prahova;29169963;GRADINITA CU PROGRAM PRELUNGIT NR. 38 MUNICIPIUL PLOIESTI;Municipiul Ploiesti;Prahova, Municipiul Ploiesti, STRADA POSTEI, Numar 23, Bloc/Scara , Sector , Cod postal 100162;2844855;MUNICIPIUL PLOIESTI;13729380;MINISTERUL EDUCATIEI NATIONALE
Prahova;29169998;SCOALA GIMNAZIALA HENRI MATHIAS BERTHELOT;Municipiul Ploiesti;Prahova, Municipiul Ploiesti, ALEE ARINULUI, Numar 2, Bloc/Scara , Sector , Cod postal 100077;2844855;PRIMARIA MUNICIPIULUI PLOIESTI;13729380;MINISTERUL EDUCATIEI NATIONALE
Prahova;29170321;GRADINITA CU PROGRAM PRELUNGIT NR 33 MUNICIPIUL PLOIESTI;Municipiul Ploiesti;Prahova, Municipiul Ploiesti, STRADA INTRAREA GRINDULUI, Numar 5, Bloc/Scara , Sector , Cod postal 100372;2844855;MUNICIPIUL PLOIESTI;13729380;MINISTERUL EDUCATIEI NATIONALE
Prahova;29170364;SCOALA GIMNAZIALA ELENA DOAMNA MUNICIPIUL PLOIESTI;Municipiul Ploiesti;Prahova, Municipiul Ploiesti, STRADA ELENA DOAMNA, Numar 25, Bloc/Scara , Sector , Cod postal 100003;2844855;PRIMARIA MUNICIPIULUI PLOIESTI;13729380;MINISTERUL EDUCATIEI NATIONALE
Prahova;29170372;SCOALA GIMNAZIALA NICOLAE BALCESCU MUNICIPIUL PLOIESTI;Municipiul Ploiesti;Prahova, Municipiul Ploiesti, ALEE ALEEA SCOLII, Numar 2, Bloc/Scara , Sector , Cod postal 100498;2844855;PRIMARIA MUNICIPIULUI  PLOIESTI;13729380;MINISTERUL EDUCATIEI NATIONALE
Prahova;29170380;GRADINITA STEP BY STEP CU PROGRAM PRELUNGIT DUMBRAVA MINUNATA MUNICIPIUL PLOIESTI;Municipiul Ploiesti;Prahova, Municipiul Ploiesti, ALEE ARINULUI, Numar 2, Bloc/Scara , Sector , Cod postal 100077;2844855;CONSILIUL LOCAL AL MUNICIPIULUI PLOIESTI;13729380;MINISTERUL EDUCATIEI NATIONALE
Prahova;29170402;GRADINITA STEP BY STEP CU PROGRAM PRELUNGIT SI PROGRAM NORMAL RAZA DE SOARE MUNICIPIUL PLOIESTI;Municipiul Ploiesti;Prahova, Municipiul Ploiesti, STRADA INT.DEDITEL, Numar 34, Bloc/Scara , Sector , Cod postal 100121;2844855;MUNICIPIUL PLOIESTI;13729380;MINISTERUL EDUCATIEI NATIONALE
Prahova;29170933;GRADINITA CU PROGRAM PRELUNGIT NR. 35 PLOIESTI;Municipiul Ploiesti;Prahova, Municipiul Ploiesti, STRADA Maramures, Numar 27, Bloc/Scara , Sector , Cod postal 100029;13729380;Ministerul Educatiei Nationale;2844855;PRIMARIA MUNICIPIULUI PLOIESTI
Prahova;29170941;GRADINITA CU PROGRAM PRELUNGIT NR 21 MUNICIPIUL PLOIESTI;Municipiul Ploiesti;Prahova, Municipiul Ploiesti, STRADA MAGURII, Numar 6, Bloc/Scara , Sector , Cod postal 100473;2844855;CONSILIUL LOCAL AL MUNICIPIULUI PLOIESTI;13729380;MINISTERUL EDUCATIEI NATIONALE
Prahova;29170950;GRADINITA CU PROGRAM PRELUNGIT SF MUCENIC MINA PLOIESTI;Municipiul Ploiesti;Prahova, Municipiul Ploiesti, STRADA SLT.EROU MARIAN MOLDOVEANU, Numar 14, Bloc/Scara , Sector , Cod postal 100205;2844855;CONSILIUL LOCAL AL MUNICIPIULUI PLOIESTI;13729380;MINISTERUL EDUCATIEI NATIONALE
Prahova;29170968;GRADINITA CU PROGRAM PRELUNGIT NR 23 MUNICIPIUL PLOIESTI;Municipiul Ploiesti;Prahova, Municipiul Ploiesti, STRADA ALEEA RISNOVENILOR, Numar 46, Bloc/Scara , Sector , Cod postal 100476;2844855;MUNICIPIUL PLOIESTI;13729380;MINISTERUL EDUCATIEI NATIONALE
Prahova;29170976;GRADINITA CU PROGRAM PRELUNGIT NR 47 PLOIESTI;Municipiul Ploiesti;Prahova, Municipiul Ploiesti, ALEE ALEEA IEZERULUI, Numar 5-7, Bloc/Scara , Sector , Cod postal 100243;2844855;CONSILIUL LOCAL AL MUNICIPIULUI PLOIESTI;13729380;MINISTERUL EDUCATIEI NATIONALE
Prahova;29170984;SCOALA GIMNAZIALA SFANTA VINERI MUNICIPIUL PLOIESTI;Municipiul Ploiesti;Prahova, Municipiul Ploiesti, STRADA Postei, Numar 19, Bloc/Scara , Sector , Cod postal 100162;2844855;PRIMARIA MUICIPIULUI PLOIESTI;13729380;MINISTERUL EDUCATIEI NATIONALE
Prahova;29170992;GRADINITA CU PROGRAM PRELUNGIT NR 40 PLOIESTI;Municipiul Ploiesti;Prahova, Municipiul Ploiesti, STRADA ANOTIMPULUI, Numar 1, Bloc/Scara , Sector , Cod postal 100230;2844855;CONSILIUL LOCAL AL MUNICIPIULUI PLOIESTI;13729380;MINISTERUL EDUCATIEI NATIONALE
Prahova;29171017;GRADINITA CU PROGRAM PRELUNGIT SFINTII ARHANGHELI MIHAIL SI GAVRIL MUNICIPIUL PLOIESTI;Municipiul Ploiesti;Prahova, Municipiul Ploiesti, STRADA ALEEA LEVANTICA, Numar 2G, Bloc/Scara , Sector , Cod postal 100581;2844855;CONSILIUL LOCAL AL MUNICIPIULUI PLOIESTI;13729380;MINISTERUL EDUCATIEI NATIONALE
Prahova;29181312;GRADINITA CU PROGRAM PRELUNGIT NR.32 MUNICIPIUL PLOIESTI;Municipiul Ploiesti;Prahova, Municipiul Ploiesti, STRADA AL. LAPUSNEANU, Numar 19, Bloc/Scara , Sector , Cod postal 100578;2844855;MUNICIPIUL PLOIESTI;13729380;MINISTERUL EDUCATIEI NATIONALE
Prahova;29181398;GRADINITA CU PROGRAM PRELUNGIT SCUFITA ROSIE MUNICIPIUL PLOIESTI;Municipiul Ploiesti;Prahova, Municipiul Ploiesti, STRADA MIRCEA CEL BATRAN, Numar 97, Bloc/Scara , Sector , Cod postal 100426;2844855;MUNICIPIUL PLOIESTI;13729380;MINISTERUL EDUCATIEI NATIONALE
Prahova;29188671;GRADINITA CU PROGRAM PRELUNGIT SI PROGRAM NORMAL  CRAI NOU MUNICIPIUL PLOIESTI;Municipiul Ploiesti;Prahova, Municipiul Ploiesti, STRADA BOBALNA, Numar 44, Bloc/Scara , Sector , Cod postal 100330;2844855;MUNICIPIUL PLOIESTI;13729380;Ministerul educatiei nationale
Prahova;29191936;GRADINITA CU PROGRAM PRELUNGIT NR.30 MUNICIPIUL PLOIESTI;Municipiul Ploiesti;Prahova, Municipiul Ploiesti, BULEVARD BUCURESTI, Numar 25 B, Bloc/Scara , Sector , Cod postal 100520;13729380;MINISTERUL EDUCATIEI NATIONALE;2844855;MUNICIPIUL PLOIESTI
Prahova;29202962;SCOALA GIMNAZIALA  SAT MANECIU PAMANTENI COMUNA MANECIU;Comuna Maneciu;Prahova, Comuna Maneciu, Sat MANECIU PAMANTENI, Numar 1229, Bloc/Scara , Sector , Cod postal 107362;2843221;COMUNA MANECIU;13729380;MINISTERUL EDUCATIEI NATIONALE
Prahova;29536083;SCOALA GIMNAZIALA COMUNA SALCIILE;Comuna Salciile;Prahova, Comuna Salciile, Sat SALCIILE, Numar 310, Bloc/Scara , Sector , Cod postal 107510;2843914;COMUNA SALCIILE;13729380;MINISTERUL EDUCATIEI NATIONALE
Prahova;30555690;CLUB SPORTIV GLORIA 2012 VALCANESTI;Comuna Valcanesti;Prahova, Comuna Valcanesti, Sat VALCANESTI, Numar 261, Bloc/Scara , Sector , Cod postal 107655;2845770;COMUNA VALCANESTI;;
Prahova;30651086;SCOALA GIMNAZIALA GHEORGHE LAZAR COMUNA BARCANESTI;Comuna Barcanesti;Prahova, Comuna Barcanesti, Sat BARCANESTI, Numar 68-69, Bloc/Scara , Sector , Cod postal 107055;2845311;COMUNA BARCANESTI;13729380;MINISTERUL EDUCATIEI NATIONALE
