Judet;CIF Entitate Publica;Denumire Entitate Publica;Denumire UAT pe raza careia isi desfasoara activitatea;Adresa de corespondenta;CIF Ordonator  principal  de credite (1);Denumire ordonator  principal de credite (1);CIF Ordonator  principal  de credite (2);Denumire ordonator  principal de credite (2)
Prahova;31213963;CENTRUL CULTURAL NICOLAE IORGA AL ORASULUI VALENII DE MUNTE;Orasul Valenii de Munte;Prahova, Orasul Valenii de Munte, STRADA BEREVOIESTI, Numar 9, Bloc/Scara , Sector , Cod postal 106400;2842870;ORAS VALENII DE MUNTE;;
Prahova;31619555;CENTRUL CRESA PLOIESTI;Municipiul Ploiesti;Prahova, Municipiul Ploiesti, STRADA G-RAL. EREMIA GRIGORESCU, Numar 11, Bloc/Scara , Sector , Cod postal 100216;2844855;PRIMARIA MUNICIPIULUI PLOIESTI;;
Prahova;32272674;CLUBUL SPORTIV ORASENESC TRICOLORUL BREAZA;Orasul Breaza;Prahova, Orasul Breaza, STRADA OCINEI, Numar 2, Bloc/Scara , Sector , Cod postal 105400;2845486;ORAS  BREAZA;;
Prahova;32319173;CLUB SPORTIV MANESTI 2013;Comuna Manesti;Prahova, Comuna Manesti, Sat MANESTI, Numar 134, Bloc/Scara , Sector , Cod postal 107375;2843817;COMUNA MANESTI;;
Prahova;33131266;Caminul Cultural Brazi;Comuna Brazi;Prahova, Comuna Brazi, STRADA Teilor, Numar 47, Bloc/Scara , Sector , Cod postal 107083;2845290;Comuna Brazi;;
Prahova;33205150;SERVICIUL PUBLIC DE ALIMENTARE CU APA SI DE CANALIZARE  DRAJNA;Comuna Drajna;Prahova, Comuna Drajna, STRADA NEAGOE BASARAB, Numar 25, Bloc/Scara , Sector , Cod postal 107190;2843973;COMUNA DRAJNA;;
Prahova;33360502;CENTRUL DE INGRIJIRE SI ASISTENTA PENTRU PERSOANE ADULTE CU DIZABILITATI URLATI;Orasul Urlati;Prahova, Orasul Urlati, STRADA ORZOAIA DE JOS, Numar 50B, Bloc/Scara , Sector , Cod postal 106300;2842889;CONSILIUL JUDETEAN PRAHOVA;;
Prahova;33533255;CAMIN CULTURAL SCORTENI;Comuna Scorteni;Prahova, Comuna Scorteni, STRADA I.L. CARAGIALE, Numar 14, Bloc/Scara , Sector , Cod postal 107525;2843302;COMUNA SCORTENI;;
Prahova;33762933;SERVICIUL DE ADMINISTRARE A PIETEI AGROALIMENTARE BAZELOR SPORTIVE SI PARCARILOR;Orasul Busteni;Prahova, Orasul Busteni, BULEVARD LIBERTATII, Numar 91, Bloc/Scara , Sector , Cod postal 105500;2845729;ORAS BUSTENI;;
Prahova;34086147;CENTRUL JUDETEAN DE EXCELENTA PRAHOVA;Municipiul Ploiesti;Prahova, Municipiul Ploiesti, STRADA GHEORGHE DOJA, Numar 98, Bloc/Scara , Sector , Cod postal 100164;2844855;CONSILIUL LOCAL PLOIESTI;13729380;MINISTERUL EDUCATIEI SI CERCETARII
Prahova;34573983;Gruparea de Jandarmi Mobila Matei Basarab Ploiesti;Municipiul Ploiesti;Prahova, Municipiul Ploiesti, STRADA GHEORGHE GRIGORE CANTACUZINO, Numar 257, Bloc/Scara , Sector , Cod postal 100507;4267095;MINISTERUL AFACERILOR INTERNE;;
Prahova;34898519;SERVICIUL DE ALIMENTARE CU APA SI DE CANALIZARE MAGURELE;Comuna Magurele;Prahova, Comuna Magurele, STRADA DN1A, Numar 226, Bloc/Scara , Sector , Cod postal 107345;2845613;COMUNA MAGURELE;;
Prahova;35107515;COMPLEXUL DE SERVICII COMUNITARE FINTINELE;Comuna Fantanele;Prahova, Comuna Fantanele, DRUM , Numar , Bloc/Scara , Sector , Cod postal 107240;2842889;CONSILIUL JUDETEAN PRAHOVA;;
Prahova;35120964;CLUBUL SPORTIV CAMPINA;Municipiul Campina;Prahova, Municipiul Campina, BULEVARD NICOLAE BALCESCU, Numar 50, Bloc/Scara , Sector , Cod postal 105600;2843272;MUNICIPIUL CAMPINA;;
Prahova;36613960;CLUBUL SPORTIV COMUNA BERCENI;Comuna Berceni;Prahova, Comuna Berceni, STRADA PROF VOICU ION, Numar 140A, Bloc/Scara , Sector , Cod postal 107060;2845338;COMUNA BERCENI;;
Prahova;36930373;DIRECTIA PENTRU AGRICULTURA JUDETEANA PRAHOVA;Municipiul Ploiesti;Prahova, Municipiul Ploiesti, STRADA Strada Anton Pann, Numar 7, Bloc/Scara , Sector , Cod postal 100023;4221187;MINISTERUL AGRICLTURII SI DEZVOLTARII RURALE;;
Prahova;36985956;CLUBUL SPORTIV AVANTUL MAGURENI;Comuna Magureni;Prahova, Comuna Magureni,  , Numar 980, Bloc/Scara , Sector , Cod postal 107350;2844081;COMUNA MAGURENI;;
Prahova;37989506;AGENTIA PENTRU INTREPRINDERI MICI SI MIJLOCII ATRAGERE DE INVESTITII SI PROMOVARE A EXPORTULUI PLOIE;Municipiul Ploiesti;Prahova, Municipiul Ploiesti, BULEVARD REPUBLICII, Numar 12, Bloc/Scara 33 B1-B2, Sector , Cod postal 100008;24931499;Ministerul Economiei Antreprenoriatului si Turismului;;
Prahova;39260103;SERVICIUL PUBLIC DE ALIMENTARE CU APA AL SATELOR MALU VANAT SI HOMORACIU;Comuna Izvoarele;Prahova, Comuna Izvoarele, Sat IZVOARELE, Numar 381, Bloc/Scara , Sector , Cod postal 107320;2843256;PRIMARIA COMUNEI IZVOARELE;;
Prahova;39726360;CLUB SPORTIV BUCOV;Comuna Bucov;Prahova, Comuna Bucov, STRADA CONSTANTIN STERE, Numar 1, Bloc/Scara , Sector , Cod postal 107110;2843531;COMUNA BUCOV;;
Prahova;39847664;DGRFP Ploiesti - Actiuni generale Buget Trezoreria Statului;Municipiul Ploiesti;Prahova, Municipiul Ploiesti, STRADA Aurel Vlaicu, Numar 22, Bloc/Scara , Sector , Cod postal 100023;8609468;Ministerul Finantelor Publice - Actiuni generale;;
Prahova;39948758;CLUBUL SPORTIV SOTRILE;Comuna Sotrile;Prahova, Comuna Sotrile,  , Numar 42, Bloc/Scara , Sector , Cod postal 107565;2843434;COMUNA SOTRILE;;
Prahova;41420753;CLUB SPORTIV ACTIV PRAHOVA-PLOIESTI;Municipiul Ploiesti;Prahova, Municipiul Ploiesti, BULEVARD REPUBLICII, Numar 2-4, Bloc/Scara PALATUL ADMINISTRATIV 304-305, Sector , Cod postal 100066;2842889;CONSILIUL JUDETEAN PRAHOVA;;
Prahova;41455786;CLUBUL SPORTIV ORASENESC BAICOI;Orasul Baicoi;Prahova, Orasul Baicoi, STRADA REPUBLICII, Numar 10, Bloc/Scara , Sector , Cod postal 105200;2845710;ORASUL BAICOI;;
Prahova;41464016;CLUBUL SPORTIV MONTANA VALEA DOFTANEI;Comuna Valea Doftanei;Prahova, Comuna Valea Doftanei, Sat TRAISTENI, Numar 561, Bloc/Scara , Sector , Cod postal 107640;2843116;CONSILIUL LOCAL VALEA DOFTANEI;;
Prahova;42638919;CLUBUL SPORTIV VALEA CALUGAREASCA;Comuna Valea Calugareasca;Prahova, Comuna Valea Calugareasca, STRADA MIHAI VITEAZUL, Numar 193, Bloc/Scara , Sector , Cod postal 107620;2845400;COMUNA VALEA CALUGAREASCA;;
Prahova;42831374;CENTRUL DE ABILITARE SI REABILITARE PENTRU PERSOANE ADULTE CU DIZABILITATI CAMPINA;Municipiul Campina;Prahova, Municipiul Campina, STRADA VOILA, Numar 67, Bloc/Scara , Sector , Cod postal 105600;2842889;CJ PRAHOVA;;
Prahova;44199216;CLUB SPORTIV COMUNAL MANECIU;Comuna Maneciu;Prahova, Comuna Maneciu, Sat MANECIU PAMANTENI, Numar 1444, Bloc/Scara , Sector , Cod postal 107362;2843221;COMUNA MANECIU;;
Salaj;2711433;STATIUNEA DE DEZVOLTARE POMICOLA;Municipiul Zalau;Salaj, Municipiul Zalau, STRADA CERBULUI, Numar 24, Bloc/Scara , Sector , Cod postal 450046;4221187;MINISTERUL AGRICULTURII SI DEZVOLTARII RURALE;;
Salaj;3503805;ADMINISTRATIA NATIONALA A REZERVELOR DE STAT SI PROBLEME SPECIALE UNITATEA TERITORIALA 95;Orasul Jibou;Salaj, Orasul Jibou, Sat VAR, Numar 119, Bloc/Scara , Sector , Cod postal 455204;4283422;SECRETARIATUL GENERAL AL GUVERNULUI;;
Salaj;4291468;LICEUL TEHNOLOGIC IOAN OSSIAN;Orasul Simleul Silvaniei;Salaj, Orasul Simleul Silvaniei, STRADA SIMION BARNUTIU, Numar 11, Bloc/Scara , Sector , Cod postal 455300;13729380;MINISTERUL EDUCATIEI NATIONALE;4566658;ORASUL SIMLEU SILVANIEI
Salaj;4291484;CENTRUL SCOLAR PENTRU EDUCATIE INCLUZIVA SIMLEU SILVANIEI;Orasul Simleul Silvaniei;Salaj, Orasul Simleul Silvaniei, STRADA NICOLAE BALCESCU, Numar 19, Bloc/Scara , Sector , Cod postal 455300;4494764;CONSILIUL JUDETEAN SALAJ;13729380;MINISTERUL EDUCATIEI NATIONALE
Salaj;4291522;COLEGIUL TEHNIC  IULIU MANIU;Orasul Simleul Silvaniei;Salaj, Orasul Simleul Silvaniei, STRADA MIHAIL KOGALNICEANU, Numar 11, Bloc/Scara , Sector , Cod postal 455300;4566658;ORASUL SIMLEU SILVANIEI;13729380;MINISTERUL EDUCATIEI NATIONALE
Salaj;4291530;Spitalul Orasenesc Profesor Doctor Ioan Puscas Simleu Silvaniei;Orasul Simleul Silvaniei;Salaj, Orasul Simleul Silvaniei, STRADA GEORGE COSBUC, Numar 29, Bloc/Scara , Sector , Cod postal 455300;4566658;Orasul Simleu Silvaniei;;
Salaj;4291549;COMUNA AGRIJ;Comuna Agrij;Salaj, Comuna Agrij, STRADA AGRIJ, Numar 348, Bloc/Scara , Sector , Cod postal 457005;;;;
Salaj;4291557;COMUNA ROMANASI;Comuna Romanasi;Salaj, Comuna Romanasi, STRADA ROMANASI, Numar 30, Bloc/Scara , Sector , Cod postal 457280;;;;
Salaj;4291565;COMUNA CRISENI;Comuna Criseni;Salaj, Comuna Criseni, STRADA CRISENI, Numar 304, Bloc/Scara , Sector , Cod postal 457105;;;;
Salaj;4291573;COMUNA DOBRIN;Comuna Dobrin;Salaj, Comuna Dobrin, STRADA DOBRIN, Numar 16, Bloc/Scara , Sector , Cod postal 457120;;;;
Salaj;4291581;COMUNA HERECLEAN;Comuna Hereclean;Salaj, Comuna Hereclean, SOSEA SOSEA, Numar 27A, Bloc/Scara , Sector , Cod postal 4291581;;;;
Salaj;4291590;COMUNA COSEIU;Comuna Coseiu;Salaj, Comuna Coseiu, STRADA COSEIU, Numar 134, Bloc/Scara , Sector , Cod postal 457080;;;;
Salaj;4291603;COMUNA MIRSID;Comuna Mirsid;Salaj, Comuna Mirsid, STRADA , Numar 89, Bloc/Scara , Sector , Cod postal 457250;;;;
Salaj;4291611;COMUNA BUCIUMI;Comuna Buciumi;Salaj, Comuna Buciumi, STRADA BUCIUMI, Numar 124, Bloc/Scara , Sector , Cod postal 457050;;;;
Salaj;4291620;COMUNA SURDUC;Comuna Surduc;Salaj, Comuna Surduc, STRADA SURDUC, Numar 135, Bloc/Scara , Sector , Cod postal 457315;;;;
Salaj;4291638;COMUNA  CRISTOLT;Comuna Cristolt;Salaj, Comuna Cristolt, STRADA CRISTOLT, Numar 84, Bloc/Scara , Sector , Cod postal 457100;;;;
Salaj;4291646;COMUNA CREACA;Comuna Creaca;Salaj, Comuna Creaca, STRADA CREACA, Numar 178 B, Bloc/Scara , Sector , Cod postal 457090;;;;
Salaj;4291654;COMUNA GIRBOU;Comuna Garbou;Salaj, Comuna Garbou, STRADA GARBOU, Numar 272, Bloc/Scara , Sector , Cod postal 457150;;;;
Salaj;4291662;COMUNA  SOMES ODORHEI;Comuna Somes Odorhei;Salaj, Comuna Somes Odorhei, STRADA somes odorhei, Numar 234, Bloc/Scara , Sector , Cod postal 457310;;;;
Salaj;4291670;COMUNA BENESAT;Comuna Benesat;Salaj, Comuna Benesat, STRADA BENESAT, Numar 60, Bloc/Scara , Sector , Cod postal 457035;;;;
Salaj;4291689;COMUNA BALAN;Comuna Balan;Salaj, Comuna Balan, STRADA BALAN, Numar 76, Bloc/Scara , Sector , Cod postal 457025;;;;
Salaj;4291697;COMUNA IP;Comuna Ip;Salaj, Comuna Ip, STRADA IP, Numar 93, Bloc/Scara , Sector , Cod postal 457210;;;;
Salaj;4291700;AGENTIA PENTRU PROTECTIA MEDIULUI;Municipiul Zalau;Salaj, Municipiul Zalau, STRADA PARCULUI, Numar 2, Bloc/Scara , Sector , Cod postal 450045;16335444;MINISTERUL MEDIULUI SI SCHIMBAROLOR CLIMATICE;;
Salaj;4291719;Spitalul Judetean de Urgenta Zalau;Municipiul Zalau;Salaj, Municipiul Zalau, STRADA Simion Barnutiu, Numar 67, Bloc/Scara , Sector , Cod postal 450123;4494764;judetul salaj;;
Salaj;4291743;CASA MUNICIPALA DE CULTURA ZALAU;Municipiul Zalau;Salaj, Municipiul Zalau, STRADA 22 DECEMBRIE 1989, Numar 3, Bloc/Scara , Sector , Cod postal 450031;4291786;MUNICIPIUL ZALAU;;
Salaj;4291751;INSPECTORATUL DE POLITIE JUDETEAN SALAJ;Municipiul Zalau;Salaj, Municipiul Zalau, STRADA Tudor Vladimirescu, Numar 16A, Bloc/Scara , Sector , Cod postal 450067;4267095;MINISTERUL AFACERILOR INTERNE;;
Salaj;4291760;UNITATEA MILITARA NR 02591;Municipiul Zalau;Salaj, Municipiul Zalau, STRADA LT.COL. PRETORIAN, Numar 100, Bloc/Scara , Sector , Cod postal 450131;11424532;MINISTERUL APARARII NATIONALE;;
Salaj;4291778;DIRECTIA SANITARA VETERINARA SI PENTRU SIGURANTA ALIMENTELOR SALAJ;Municipiul Zalau;Salaj, Municipiul Zalau, STRADA TIPOGRAFILOR, Numar 4, Bloc/Scara , Sector , Cod postal 450145;16277408;AUTORITATEA NATIONALA SANITARA VETERINARA SI PENTRU SIGURANTA  ALIMENTELOR;;
Salaj;4291786;MUNICIPIUL ZALAU;Municipiul Zalau;Salaj, Municipiul Zalau, PIATA IULIU MANIU, Numar 3, Bloc/Scara , Sector , Cod postal 450016;;;;
Salaj;4291794;SERVICIUL DE ADMINISTRARE A DOMENIULUI PUBLIC ZALAU;Municipiul Zalau;Salaj, Municipiul Zalau, BULEVARD MIHAI VITEAZU, Numar 68, Bloc/Scara , Sector , Cod postal 450082;4291786;MUNICIPIUL ZALAU;;
Salaj;4291816;CLUBUL COPIILOR CEHU SILVANIEI;Orasul Cehu Silvaniei;Salaj, Orasul Cehu Silvaniei, STRADA TRANDAFIRILOR, Numar 29, Bloc/Scara , Sector , Cod postal 455100;13729380;MINISTERUL EDUCATIEI NATIONALE;;
Salaj;4291824;SCOALA GIMNAZIALA ANDREI MURESANU;Orasul Cehu Silvaniei;Salaj, Orasul Cehu Silvaniei, PIATA PTA. TRANDAFIRILOR, Numar 39, Bloc/Scara , Sector , Cod postal 455100;13729380;MINISTERUL EDUCATIEI NATIONALE;4291859;ORASUL CEHU SILVANIEI
Salaj;4291832;LICEUL TEHNOLOGIC GHEORGHE POP DE BASESTI;Orasul Cehu Silvaniei;Salaj, Orasul Cehu Silvaniei, STRADA LIBERTATII, Numar 8, Bloc/Scara , Sector , Cod postal 455100;4291859;ORASUL CEHU SILVANIEI;13729380;MINISTERUL EDUCATIEI NATIONALE
Salaj;4291840;CAMINUL PENTRU PERSOANE VARSTNICE;Orasul Cehu Silvaniei;Salaj, Orasul Cehu Silvaniei, STRADA 1 DECEMBRIE 1918, Numar 11, Bloc/Scara , Sector , Cod postal 455100;4291859;ORASL CEHU SILVANIEI;;
Salaj;4291859;ORASUL CEHU SILVANIEI;Orasul Cehu Silvaniei;Salaj, Orasul Cehu Silvaniei, PIATA TRANDAFIRILOR, Numar 35, Bloc/Scara , Sector , Cod postal 455100;;;;
Salaj;4291883;COMUNA SALATIG;Comuna Salatig;Salaj, Comuna Salatig, STRADA SALATIG, Numar 121, Bloc/Scara , Sector , Cod postal 457295;;;;
Salaj;4291891;GRADINITA CU PROGRAM PRELUNGIT NR 2;Orasul Simleul Silvaniei;Salaj, Orasul Simleul Silvaniei, STRADA 1 DECEMBRIE 1918 NR 53, Numar 53, Bloc/Scara , Sector , Cod postal 455300;4566658;ORAS SIMLEU SILVANIEI;13729380;MINISTERUL EDUCATIEI NATIONALE
Salaj;4291905;COLEGIUL NATIONAL SIMION BARNUTIU;Orasul Simleul Silvaniei;Salaj, Orasul Simleul Silvaniei, STRADA 1 DECEMBRIE 1918, Numar 49 B, Bloc/Scara , Sector , Cod postal 455300;13729380;MINISTERUL EDUCATIEI NATIONALE SI CERCETARII STIINTIFICE;4566658;ORASUL SIMLEU SILVANIEI
Salaj;4291913;CLUBUL COPIILOR SIMLEU SILVANIEI;Orasul Simleul Silvaniei;Salaj, Orasul Simleul Silvaniei, STRADA 1 DECEMBRIE 1918, Numar 55, Bloc/Scara , Sector , Cod postal 455300;13729380;MINISTERUL EDUCATIEI NATIONALE;;
Salaj;4291921;COMUNA NUSFALAU;Comuna Nusfalau;Salaj, Comuna Nusfalau, STRADA NUSFALAU, Numar 1, Bloc/Scara , Sector , Cod postal 457260;;;;
Salaj;4291930;COMUNA VALCAU DE JOS;Comuna Valcau de Jos;Salaj, Comuna Valcau de Jos, STRADA Valcau de Jos, Numar 235, Bloc/Scara , Sector , Cod postal 475345;;;;
Salaj;4291948;COMUNA MARCA;Comuna Marca;Salaj, Comuna Marca, STRADA , Numar 137, Bloc/Scara , Sector , Cod postal 457230;;;;
Salaj;4291956;COMUNA PLOPIS;Comuna Plopis;Salaj, Comuna Plopis, STRADA Plopis, Numar 134, Bloc/Scara , Sector , Cod postal 457270;;;;
Salaj;4291964;COMUNA HALMASD;Comuna Halmasd;Salaj, Comuna Halmasd, STRADA HALMASD, Numar 339, Bloc/Scara , Sector , Cod postal 457160;;;;
Salaj;4291972;COMUNA SARMASAG;Comuna Sarmasag;Salaj, Comuna Sarmasag, STRADA TEILOR, Numar 34, Bloc/Scara , Sector , Cod postal 457330;;;;
Salaj;4291980;COMUNA CHIESD;Comuna Chiesd;Salaj, Comuna Chiesd, STRADA CHIESD, Numar 376, Bloc/Scara , Sector , Cod postal 427070;;;;
Salaj;4291999;COMUNA SAMSUD;Comuna Samsud;Salaj, Comuna Samsud, Sat Samsud, Numar 38, Bloc/Scara -, Sector , Cod postal 457325;;;;
Salaj;4292005;COMUNA BOCSA;Comuna Bocsa;Salaj, Comuna Bocsa, Sat BOCSA, Numar 22, Bloc/Scara , Sector , Cod postal 457045;;;;
Salaj;4292013;COMUNA BOBOTA;Comuna Bobota;Salaj, Comuna Bobota, STRADA BOBOTA, Numar 82A, Bloc/Scara , Sector , Cod postal 457040;;;;
Salaj;4292021;COMUNA CARASTELEC;Comuna Carastelec;Salaj, Comuna Carastelec, STRADA CARASTELEC, Numar 334, Bloc/Scara , Sector , Cod postal 457065;;;;
Salaj;4292030;COMUNA MAERISTE;Comuna Maeriste;Salaj, Comuna Maeriste, STRADA MAERISTE, Numar 228, Bloc/Scara , Sector , Cod postal 457235;;;;
Salaj;4494632;DIRECTIA JUDETEANA DE STATISTICA SALAJ;Municipiul Zalau;Salaj, Municipiul Zalau, PIATA 1 DECEMBRIE 1918, Numar 12, Bloc/Scara , Sector , Cod postal 450058;4283422;SECRETARIATUL GENERAL AL GUVERNULUI;;
Salaj;4494667;INSPECTORATUL PENTRU SITUATII DE URGENTA POROLISSUM  SALAJ;Municipiul Zalau;Salaj, Municipiul Zalau, BULEVARD MIHAI VITEAZUL, Numar 57, Bloc/Scara , Sector , Cod postal 450135;4267095;MINISTERUL AFACERILOR INTERNE;;
Salaj;4494691;CLUBUL  SPORTIV  MUNICIPAL  ZALAU;Municipiul Zalau;Salaj, Municipiul Zalau, STRADA STADIONULUI, Numar 5, Bloc/Scara , Sector , Cod postal 450162;26604620;MINISTERUL  TINERETULUI  SI  SPORTULUI;;
Salaj;4494756;BIBLIOTECA JUDETEANA IONITA SCIPIONE BADESCU SALAJ;Municipiul Zalau;Salaj, Municipiul Zalau, PIATA IULIU MANIU, Numar 13, Bloc/Scara , Sector , Cod postal 450016;4494764;CONSILIUL JUDETEAN SALAJ;;
Salaj;4494764;JUDETUL SALAJ;Municipiul Zalau;Salaj, Municipiul Zalau, PIATA 1 DECEMBRIE 1918, Numar 11, Bloc/Scara , Sector , Cod postal 450058;;;;
Salaj;4494780;INSTITUTIA PREFECTULUI JUDETUL SALAJ;Municipiul Zalau;Salaj, Municipiul Zalau, PIATA 1 DECEMBRIE 1918, Numar 12, Bloc/Scara , Sector , Cod postal 450058;4267095;MINISTERUL AFACERILOR INTERNE;;
Salaj;4494799;LICEUL PEDAGOGIC GHEORGHE SINCAI;Municipiul Zalau;Salaj, Municipiul Zalau, STRADA CRISAN, Numar 15 A, Bloc/Scara , Sector , Cod postal 450051;4291786;MUNICIPIUL ZALAU;13729380;MINISTERUL EDUCATIEI NATIONALE
Salaj;4494829;CLUBUL SPORTIV SCOLAR ZALAU;Municipiul Zalau;Salaj, Municipiul Zalau, STRADA CRISAN, Numar 14 A, Bloc/Scara -, Sector , Cod postal 450051;13729380;MINISTERUL EDUCATIEI NATIONALE;;
Salaj;4494861;DIRECTIA JUDETEANA PENTRU CULTURA SALAJ;Municipiul Zalau;Salaj, Municipiul Zalau, PIATA IULIU MANIU, Numar 13, Bloc/Scara , Sector , Cod postal 450016;4192812;MINISTERUL CULTURII;;
Salaj;4494926;ORASUL JIBOU;Orasul Jibou;Salaj, Orasul Jibou, STRADA Piata 1 Decembrie 1918, Numar 4, Bloc/Scara , Sector , Cod postal 455200;;;;
Salaj;4494934;SPITALUL ORASENESC JIBOU DR. TRAIAN HERTA;Orasul Jibou;Salaj, Orasul Jibou, ALEE LIBERTATII, Numar 28, Bloc/Scara , Sector , Cod postal 455200;4494926;UAT ORASUL JIBOU;;
Salaj;4494942;CLUBUL COPIILOR JIBOU;Orasul Jibou;Salaj, Orasul Jibou, STRADA Wesselenyi Miklos, Numar 16, Bloc/Scara , Sector , Cod postal 455200;13729380;MINISTERUL EDUCATIEI NATIONALE;;
Salaj;4494950;LICEUL TEHNOLOGIC OCTAVIAN GOGA JIBOU;Orasul Jibou;Salaj, Orasul Jibou, STRADA WESSELENYI MIKLOS, Numar 3, Bloc/Scara , Sector , Cod postal 455200;13729380;MINISTERUL EDUCATIEI NATIONALE;4494926;ORAS JIBOU
Salaj;4494977;GRADINITA CU PROGRAM PRELUNGIT PRICHINDEL;Orasul Jibou;Salaj, Orasul Jibou, STRADA WESSELENYI MIKLOS, Numar 9, Bloc/Scara , Sector , Cod postal 455200;4494926;ORAS JIBOU;13729380;MINISTERUL EDUCATIEI NATIONALE
Salaj;4494985;Centrul de Cercetari Biologice Jibou;Orasul Jibou;Salaj, Orasul Jibou, STRADA Wesselenyi Miklos, Numar 16, Bloc/Scara , Sector , Cod postal 455200;13729380;Ministerul Educatiei;;
Salaj;4494993;SCOALA GIMNAZIALA LUCIAN BLAGA JIBOU;Orasul Jibou;Salaj, Orasul Jibou, STRADA GAROAFELOR, Numar 7, Bloc/Scara , Sector , Cod postal 455200;13729380;MINISTERUL EDUCATIEI NATIONALE;4494926;ORAS JIBOU
Salaj;4495000;"SCOALA GIMNAZIALA ""SILVANIA"" SIMLEU-SILVANIEI";Orasul Simleul Silvaniei;Salaj, Orasul Simleul Silvaniei, STRADA 1 Decembrie 1918, Numar 14, Bloc/Scara , Sector , Cod postal 455300;4566658;ORASUL SIMLEU SILVANIEI;13729380;MINISTERUL EDUCATIEI NATIONALE
Salaj;4495018;COMUNA PERICEI;Comuna Pericei;Salaj, Comuna Pericei, STRADA PERICEI, Numar 239, Bloc/Scara , Sector , Cod postal 457265;;;;
Salaj;4495026;SCOALA GIMNAZIALA NR. 1 ROMANASI;Comuna Romanasi;Salaj, Comuna Romanasi, STRADA , Numar 50, Bloc/Scara , Sector , Cod postal 457280;4291557;COMUNA ROMANASI;13729380;MINISTERUL EDUCATIEI NATIONALE
Salaj;4495034;LICEUL TEHNOLOGIC NR 1 SURDUC;Comuna Surduc;Salaj, Comuna Surduc, STRADA SURDUC, Numar 180, Bloc/Scara , Sector , Cod postal 457315;4291620;COMUNA SURDUC;13729380;MINISTERUL EDUCATIEI NATIONALE
Salaj;4495042;COMUNA NAPRADEA;Comuna Napradea;Salaj, Comuna Napradea, STRADA , Numar 23, Bloc/Scara , Sector , Cod postal 457255;;;;
Salaj;4495050;SPITALUL DE BOLI CRONICE CRASNA;Comuna Crasna;Salaj, Comuna Crasna, STRADA Crasna, Numar 363, Bloc/Scara , Sector , Cod postal 457085;4495115;COMUNA CRASNA;;
Salaj;4495069;COMUNA CIZER;Comuna Cizer;Salaj, Comuna Cizer, STRADA Cizer, Numar 277, Bloc/Scara , Sector , Cod postal 457075;;;;
Salaj;4495077;COMUNA BANISOR;Comuna Banisor;Salaj, Comuna Banisor, STRADA BANISOR, Numar 29, Bloc/Scara , Sector , Cod postal 457030;;;;
Salaj;4495085;COMUNA HOROATU CRASNEI;Comuna Horoatu Crasnei;Salaj, Comuna Horoatu Crasnei, STRADA Horoatu Crasnei, Numar 83, Bloc/Scara , Sector , Cod postal 457185;;;;
Salaj;4495107;COMUNA MESESENII DE JOS;Comuna Mesesenii de Jos;Salaj, Comuna Mesesenii de Jos, STRADA MESESENII DE JOS, Numar 41, Bloc/Scara , Sector , Cod postal 457245;;;;
Salaj;4495115;COMUNA CRASNA;Comuna Crasna;Salaj, Comuna Crasna, STRADA CRASNA, Numar 13, Bloc/Scara , Sector , Cod postal 457085;;;;
Salaj;4495123;COMUNA SAG;Comuna Sag;Salaj, Comuna Sag, DRUM JUDETEAN, Numar 1, Bloc/Scara , Sector , Cod postal 457300;;;;
Salaj;4495131;COMUNA VIRSOLT;Comuna Varsolt;Salaj, Comuna Varsolt, STRADA VIRSOLT, Numar 168, Bloc/Scara , Sector , Cod postal 457355;;;;
Salaj;4495140;COMUNA BABENI;Comuna Babeni;Salaj, Comuna Babeni, STRADA BABENI, Numar 268, Bloc/Scara , Sector , Cod postal 457020;;;;
Salaj;4495158;COMUNA LETCA;Comuna Letca;Salaj, Comuna Letca, STRADA LETCA, Numar 272, Bloc/Scara , Sector , Cod postal 457215;;;;
Salaj;4495166;COMUNA LOZNA;Comuna Lozna;Salaj, Comuna Lozna, STRADA PRINCIPALA, Numar 108, Bloc/Scara , Sector , Cod postal 457225;;;;
Salaj;4495174;COMUNA  RUS;Comuna Rus;Salaj, Comuna Rus, STRADA RUS, Numar 39, Bloc/Scara , Sector , Cod postal 457290;;;;
Salaj;4495182;COMUNA GILGAU;Comuna Galgau;Salaj, Comuna Galgau, STRADA GILGAU, Numar 169, Bloc/Scara , Sector , Cod postal 457140;;;;
Salaj;4495190;COMUNA POIANA BLENCHII;Comuna Poiana Blenchii;Salaj, Comuna Poiana Blenchii, STRADA POIANA BLENCHII, Numar 46, Bloc/Scara , Sector , Cod postal 457275;;;;
Salaj;4495204;COMUNA ILEANDA;Comuna Ileanda;Salaj, Comuna Ileanda, STRADA 1 DECEMBRIE 1918, Numar 43, Bloc/Scara , Sector , Cod postal 457190;;;;
Salaj;4495212;LICEUL TEHNOLOGIC IOACHIM POP ILEANDA;Comuna Ileanda;Salaj, Comuna Ileanda, STRADA SIMION BARNUTIU, Numar 37, Bloc/Scara , Sector , Cod postal 457190;4495204;Comuna Ileanda;13729380;MINISTERUL EDUCATIEI NATIONALE
Salaj;4495220;COMUNA ZALHA;Comuna Zalha;Salaj, Comuna Zalha, STRADA ZALHA, Numar 101, Bloc/Scara , Sector , Cod postal 457360;;;;
